"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3125","Create a Jira issue and attach files","","Sat Sep 21 00:44:46 IST 2024","passed","Sat Sep 21 00:44:49 IST 2024","","Create Jira issue with multiple files","Create a Jira issue and attach files",""
